3.1902159e+01 4.8806829e+00
1.0132162e+01 4.0931488e+00
3.0969474e+01 4.1274072e+00
3.0444063e+01 4.2913585e+00
3.0148560e+01 4.9527324e+00
2.1259932e+01 3.7576165e+00
4.6761230e+00 4.4473972e+00
8.9498800e+00 1.1012266e+00
2.2592900e+01 3.8459084e+00
8.6748880e+00 2.0137700e-01
1.4143777e+01 6.1182130e-01
3.1224078e+01 1.2895281e+00
1.5487198e+01 4.8442055e+00
3.1771043e+01 2.4809153e+00
9.4077700e+00 1.7367490e+00
9.7702370e+00 2.3651770e-01
1.5291087e+01 3.1665350e+00
9.9637420e+00 1.1096327e+00
2.0792104e+01 1.1037774e+00
2.4789923e+01 2.3812742e+00
2.2249380e+01 4.9947966e+00
2.7901102e+01 2.6268486e+00
1.6384172e+01 4.3489007e+00
1.9927414e+01 4.0145498e+00
6.1335790e+00 2.8164537e+00
7.8647090e+00 3.3440280e-01
1.5746136e+01 7.4351500e-01
7.8721380e+00 1.7979244e+00
1.5540087e+01 2.0212850e-01
1.0503964e+01 3.4893300e-01
9.6651340e+00 1.4374240e+00
8.9646720e+00 1.9752671e+00
1.0063356e+01 4.7419798e+00
2.3428188e+01 2.9452357e+00
2.1650636e+01 3.8707114e+00
3.0376882e+01 1.6496325e+00
9.7291860e+00 6.2528000e-01
2.3061298e+01 4.8612634e+00
2.0863424e+01 4.5415940e-01
2.0958077e+01 4.0872511e+00
9.0550930e+00 1.5850561e+00
1.1641671e+01 4.7642992e+00
2.2717519e+01 3.5208726e+00
8.3320310e+00 1.3492658e+00
1.8267159e+01 1.6438743e+00
2.0420929e+01 4.8455120e+00
1.9282100e+01 4.2921600e-01
2.1189264e+01 4.5690769e+00
2.8225031e+01 2.8645929e+00
1.2660696e+01 3.0865035e+00
3.0276630e+00 2.5658623e+00
1.5245500e+01 4.3875433e+00
2.1868004e+01 3.6080242e+00
1.2967269e+01 3.9467992e+00
3.0201523e+01 2.0109952e+00
2.5824675e+01 3.9003958e+00
9.2747360e+00 1.3214113e+00
2.1957960e+01 3.2181852e+00
2.1975109e+01 4.0922893e+00
1.2655784e+01 3.5517194e+00
1.0995816e+01 1.1796195e+00
2.6167414e+01 3.0309016e+00
2.3054766e+01 3.3944572e+00
1.0581130e+01 8.0051830e-01
2.1341521e+01 4.1903308e+00
3.0583859e+01 2.0508043e+00
2.6247310e+01 7.5156100e-01
2.6982440e+00 2.3272574e+00
2.9688680e+01 2.4287200e-01
2.0781365e+01 4.9687994e+00
1.6782393e+01 4.5823074e+00
2.8580833e+01 4.4033335e+00
2.1515240e+01 3.4563160e+00
4.7574100e+00 2.1681228e+00
9.2145640e+00 9.0122910e-01
7.4962600e+00 2.2510825e+00
1.8261335e+01 2.1102405e+00
2.0341497e+01 4.3931356e+00
7.4811590e+00 3.5106570e-01
9.5200400e+00 2.0740332e+00
2.3439970e+01 4.8413581e+00
5.1018770e+00 1.2947471e+00
2.1735784e+01 2.8830671e+00
2.2716201e+01 4.2534265e+00
2.9534671e+01 2.5453591e+00
2.1400171e+01 3.1231763e+00
1.5559736e+01 1.3448287e+00
9.1866670e+00 2.3110442e+00
9.5851120e+00 1.0046520e+00
2.1154137e+01 4.9600672e+00
1.5681852e+01 2.0193019e+00
2.1710525e+01 4.2967538e+00
1.5470186e+01 3.8726582e+00
5.5570640e+00 9.8478800e-01
2.3409860e+00 7.9428230e-01
1.0137902e+01 2.2841640e-01
1.7956522e+01 1.2474799e+00
8.2053260e+00 9.4378050e-01
8.2063170e+00 1.6734685e+00
2.2889491e+01 6.3705750e-01
2.3018951e+01 1.6213640e+00
2.4669577e+01 3.4328190e+00
4.2541970e+00 3.0684182e+00
2.3783605e+01 4.2099249e+00
2.9316573e+01 4.9471436e+00
1.0460252e+01 4.8010144e+00
2.6667557e+01 2.1263378e+00
1.8766931e+01 4.3177115e+00
2.2307918e+01 4.1898896e+00
1.9666447e+01 3.2100202e+00
2.0465058e+01 3.9328380e-01
2.7761746e+01 1.3794262e+00
1.3631287e+01 1.4239174e+00
1.3617280e+01 9.2118780e-01
3.9899870e+00 2.3288263e+00
3.1336718e+01 8.0951660e-01
2.2218510e+00 2.5388106e+00
5.5986610e+00 2.7045600e+00
2.8712823e+01 2.1044988e+00
2.9667097e+01 4.6605861e+00
1.2158850e+01 8.7874200e-01
2.9238444e+01 2.9450103e+00
6.2540250e+00 1.7632059e+00
2.6935087e+01 2.8699581e+00
1.4280337e+01 4.3156072e+00
3.8599220e+00 4.8560187e+00
4.1672170e+00 4.4387670e+00
2.9768694e+01 2.1350637e+00
1.2246212e+01 4.8650841e+00
2.8699509e+01 2.6540052e+00
2.9442422e+01 4.2821948e+00
7.1395410e+00 9.8566670e-01
3.0978341e+01 4.2946840e-01
2.6816909e+01 3.3447432e+00
2.8288581e+01 2.3441313e+00
1.7727532e+01 4.4905948e+00
2.8338436e+01 4.8527676e+00
2.5368926e+01 4.2109262e+00
2.9124408e+01 2.4354470e+00
1.7306441e+01 4.2695616e+00
1.7294135e+01 3.7734958e+00
2.5838630e+00 3.4272760e-01
3.1482526e+01 3.0585830e-01
1.9120074e+01 2.5614586e+00
1.7814921e+01 3.3955460e+00
2.6358860e+00 2.8493534e+00
5.7613960e+00 1.8137727e+00
1.7586050e+00 3.8231958e+00
1.8956710e+01 4.7541437e+00
2.3293093e+01 4.4929188e+00
2.5163686e+01 3.3770389e+00
1.1208832e+01 1.5505969e+00
1.7997360e+00 2.7608876e+00
2.6333912e+01 1.7579594e+00
2.0221740e+00 4.8583620e-01
1.6874210e+00 2.2490529e+00
3.0100719e+01 3.6330307e+00
2.9972827e+01 1.6285622e+00
3.1579870e+00 3.8143391e+00
2.7835200e+01 3.8513789e+00
2.2351742e+01 3.3236497e+00
2.6759592e+01 7.5844110e-01
2.3699647e+01 3.7495445e+00
1.3109305e+01 1.8004901e+00
2.8899223e+01 4.7068690e+00
2.3465632e+01 3.3417941e+00
1.3197949e+01 7.0823580e-01
2.9612820e+01 1.3311788e+00
2.5713998e+01 3.4094085e+00
6.3924010e+00 3.7292783e+00
5.2106150e+00 1.7872210e+00
5.1393890e+00 7.9668910e-01
2.4530531e+01 1.4633757e+00
6.6472520e+00 2.6607027e+00
7.9051570e+00 3.5714189e+00
2.4276618e+01 2.5339094e+00
1.8275326e+01 3.8418616e+00
2.4448319e+01 3.0422243e+00
3.1993264e+01 4.9631670e-01
3.4506140e+00 1.1106478e+00
3.1584697e+01 2.9612993e+00
2.7061443e+01 3.4026890e-01
2.2182286e+01 3.7463300e+00
4.1063950e+00 1.8505363e+00
3.2123961e+01 2.8969733e+00
1.2421098e+01 3.3352460e-01
1.8501632e+01 4.8632753e+00
1.6645866e+01 8.7904080e-01
5.4587880e+00 1.4021157e+00
1.1258305e+01 1.9894487e+00
6.4772990e+00 2.1570656e+00
1.2649395e+01 1.3538097e+00
8.6130540e+00 1.0048896e+00
1.8673852e+01 3.2731020e-01
3.0009169e+01 1.1604772e+00
7.6300140e+00 7.0113650e-01
2.9161950e+01 1.3716323e+00
8.0353630e+00 4.5619476e+00
2.5466409e+01 3.7945627e+00
1.1800508e+01 2.6357095e+00
1.1964952e+01 4.4321170e-01
7.2247750e+00 1.4473692e+00
2.5784834e+01 4.4007803e+00
2.5327849e+01 2.4950872e+00
7.4586530e+00 1.8493506e+00
1.1024815e+01 7.9149700e-01
2.7473379e+01 4.0862521e+00
3.0929240e+00 1.3441548e+00
1.9896484e+01 4.4053398e+00
2.2136680e+00 3.0893111e+00
2.2560492e+01 1.8607285e+00
1.9711003e+01 3.6443482e+00
1.9961547e+01 2.0316034e+00
8.3621020e+00 3.3372199e+00
8.7387810e+00 1.4476422e+00
8.5700440e+00 1.8707473e+00
2.1048364e+01 2.6554972e+00
1.1651572e+01 1.5154609e+00
1.9973444e+01 1.4888208e+00
4.5897120e+00 3.4423322e+00
1.9398615e+01 4.8980679e+00
1.1170973e+01 4.2970547e+00
2.6497872e+01 2.6163182e+00
2.7414554e+01 4.8402532e+00
3.0581854e+01 3.8574431e+00
2.7508392e+01 2.8935159e+00
2.0371213e+01 9.5224200e-01
1.2942633e+01 2.9705270e-01
1.4425632e+01 2.6223410e+00
1.6497239e+01 2.5748486e+00
1.0961885e+01 4.9234568e+00
1.9264803e+01 1.0919207e+00
1.0158045e+01 6.6220710e-01
1.0951115e+01 3.7072253e+00
1.1515919e+01 3.5980183e+00
4.5121050e+00 4.8686373e+00
3.5110210e+00 3.5373520e-01
1.0552164e+01 4.2423369e+00
2.9758107e+01 3.0500582e+00
3.4163550e+00 2.3008143e+00
1.7515155e+01 1.3425991e+00
1.9405118e+01 1.5982511e+00
3.0955471e+01 1.7243097e+00
1.0962214e+01 3.1637241e+00
1.9751576e+01 8.9819770e-01
1.0133518e+01 2.9912825e+00
2.0791613e+01 2.2052198e+00
9.8778540e+00 2.5424606e+00
2.6412947e+01 3.2928920e-01
2.1373565e+01 1.7983864e+00
1.1657232e+01 4.1058202e+00
4.4255960e+00 2.5819277e+00
2.9386590e+01 8.7867360e-01
9.5488030e+00 3.3950386e+00
1.9962446e+01 2.7239940e-01
8.8427790e+00 5.9442170e-01
2.2080896e+01 4.5990826e+00
1.1528839e+01 2.9997210e-01
1.3407378e+01 3.8520661e+00
3.1979358e+01 3.4423801e+00
1.6787215e+01 3.1072690e-01
2.0766088e+01 4.5340972e+00
2.9926432e+01 6.7538060e-01
3.0413971e+01 3.1671560e-01
1.7982835e+01 4.8981297e+00
5.3306050e+00 4.7211111e+00
1.4138609e+01 4.8819512e+00
2.6119223e+01 4.7949161e+00
2.8782958e+01 9.5449640e-01
2.8502700e+00 4.2202876e+00
3.1356957e+01 2.1841281e+00
1.7552810e+00 4.8337136e+00
1.3880037e+01 2.9887861e+00
1.4678531e+01 1.9900342e+00
2.3378238e+01 3.8517020e-01
5.0142550e+00 2.6584470e+00
2.4292345e+01 2.0249506e+00
2.3232451e+01 1.0855023e+00
1.5238218e+01 1.7901245e+00
2.5510362e+01 2.9451469e+00
1.9274463e+01 3.6814639e+00
2.2388903e+01 4.0181950e-01
1.7799368e+01 3.9166968e+00
2.8454802e+01 3.8207983e+00
1.6747954e+01 4.1276688e+00
7.5446500e+00 4.8104107e+00
2.6438053e+01 1.2297250e+00
3.1363568e+01 4.6026365e+00
3.0333856e+01 3.1493168e+00
2.5594005e+01 4.7331690e-01
8.9223520e+00 4.1967825e+00
1.4778004e+01 4.6675250e+00
4.4856290e+00 3.9647934e+00
1.6245979e+01 3.2050848e+00
2.5910213e+01 2.5358639e+00
6.0422670e+00 4.4166322e+00
9.3166870e+00 3.8022540e-01
5.2086600e+00 3.1887119e+00
1.8620745e+01 2.6064156e+00
5.4129800e+00 2.2488600e+00
2.9167968e+01 3.5956980e-01
2.1603878e+01 4.8112528e+00
8.5350770e+00 4.7940188e+00
8.9064920e+00 3.4677487e+00
1.6849883e+01 3.4961182e+00
3.1996306e+01 1.1298443e+00
2.5716075e+01 2.0049081e+00
4.6284030e+00 1.0548340e+00
3.5872490e+00 4.2619047e+00
2.8073239e+01 9.7706110e-01
1.7046463e+01 2.2095440e+00
7.6881610e+00 4.1092309e+00
2.4883945e+01 7.7837770e-01
2.2632004e+01 4.7141401e+00
2.7334294e+01 9.3397180e-01
3.0185274e+01 2.5620403e+00
1.8765930e+01 3.8287679e+00
6.6263890e+00 3.1695614e+00
8.2956390e+00 4.8104890e-01
2.4681010e+00 1.3771485e+00
1.3124906e+01 1.2812163e+00
7.9245910e+00 2.9612750e+00
2.2004487e+01 1.0006118e+00
