   2.7965525335899976e+01    2.5236786474376394e+00
   2.4043554813878383e-02    1.3963875080113217e+00
   1.7440191090375642e+01    7.2297903021550491e-01
   3.3379782040619297e+01    4.1068832603027241e+00
   1.9584372869125566e+01    1.6519592621897670e+00
   1.8805862674988006e+01    4.4704619678689745e+00
   1.6564240854966553e+01    7.1271876542795787e-01
   1.6381874458253172e+01    1.8946839141385245e+00
   2.5295873838785237e+01    4.9298755051502283e+00
   2.9752560135046046e+01    3.6188706546041360e+00
   1.9450467818630941e+01    4.1938609784890950e+00
   1.5269761630967832e+01    1.0904098102479671e+00
   1.6074420637416395e+01    1.2547539685856486e+00
   2.3050429420257586e+01    3.1496686535303042e+00
   1.9513400008678281e+00    4.7154822930873586e+00
   2.9960272893745547e+01    2.3366753252552761e+00
   5.4129350401199021e+00    2.3462633163746696e+00
   3.3729088884677736e+01    1.5272399205691354e+00
   4.6067398434135827e+00    5.3609088033006191e-01
   1.3049168921785109e+01    4.0447672004773239e+00
   8.7541500943687396e+00    3.0569707796630410e+00
   5.0763710201667922e-01    1.3841844802074523e+00
   2.0018634050233462e+01    5.3314361801843935e-01
   3.6136617076189708e+01    3.7186704781173963e+00
   1.2233168658865697e+01    2.7246538392035640e+00
   3.3357067193375471e+01    7.2874342792709612e-01
   8.7134458715928176e+00    1.1353150361369910e+00
   1.5971008699267509e+01    4.1613799283760802e+00
   2.7821688991051261e+01    1.8008803936825877e+00
   1.0898038066238763e+01    3.9888440922293911e+00
   1.7641729551902745e+01    4.1379711372635413e+00
   1.8328901560668132e+01    1.5593093612342162e+00
   3.4979294676396577e+01    1.8691702532295800e+00
   1.1390147801104874e+01    1.7441387301400533e+00
   2.2493467646155377e+01    3.7925017972596486e-01
   1.1262355177339149e+01    2.5497272545027259e+00
   1.7166643516199454e+01    3.5586302952088205e+00
   1.0470952302042175e+01    4.5304988208199093e-01
   2.7712904273334615e+01    1.3775988534032000e+00
   3.4599484770976360e+01    2.6353947183674475e+00
   1.4463538141747150e+00    2.3231824075219629e+00
   2.5322031667392029e+01    3.2091078062277374e+00
   2.5661864250020667e+01    3.5859543350394185e+00
   3.5383091037673090e+01    1.1336469903260431e+00
   3.4549326184802716e+01    1.2610641320083240e+00
   1.4551302454014095e+01    3.5453695004559647e+00
   1.6164924659975053e+01    3.7071411230620614e+00
   1.9415685747652176e+00    1.4557922433313943e+00
   1.4658458953074623e+01    4.0782468830752441e+00
   2.2499963420908525e+01    2.2683642618678506e+00
   8.2411185114930650e+00    4.4828388547281230e+00
   1.1139109564809957e+01    4.8756832147863136e+00
   1.9481689385494779e+01    3.2710534891534713e+00
   5.6175887872941868e+00    1.3301949943173552e+00
   3.5136277713220451e+01    1.4895436895205520e+00
   3.0216530632579872e+01    4.5670171685265464e+00
   3.0813893806282318e+00    2.2093013374300638e+00
   1.9755550353676192e+01    4.5600724444246392e+00
   3.6895994379764197e+01    2.3783169629767880e+00
   4.6927991430568614e+00    1.1721491227644529e+00
